hotel_name,location,points,visitors,picture,comment
重庆足迹青年旅舍,"渝北, 重庆",9.2,6条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/217437693.jpg?k=9fc83a59b057221036bff615edf7edcddaaacee688abd1f5b034ef96935fbbc4&o=,重庆足迹青年旅舍坐落于重庆，配备带免费WiFi的空调客房。这家住宿距离重庆火车北站约有19公里，距离重庆市人民大礼堂有25公里，距离洪崖洞有25公里。这家青旅距离朝天门广场有26公里，距离三峡博物馆有26公里。 这家青旅距离罗汉寺有25公里，距离湖广会馆有25公里。最近的机场是重庆江北国际机场，距离重庆足迹青年旅舍有几步路。
7天优品重庆西站店,重庆,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/254513149.jpg?k=b86fc68b44cc46eaf66088bc59cbdaa69771b4ee7233b4432d30b9c53a7276b3&o=,7天优品重庆西站店坐落于重庆，距离白公馆有17公里，配备带免费WiFi的空调住宿。这家住宿距离Hongyan Revolution Memorial Hall有17公里，距离渣滓洞有18公里，距离三峡博物馆有21公里。这家酒店距离解放碑有22公里，距离罗汉寺有22公里。 这家酒店的前台工作人员可随时为客人提供信息。...
7天优品重庆南坪步行街轻轨站店,"南岸区, 重庆",6.0,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/254510832.jpg?k=becf108efb9c85938865f18bcce5d296f635ef34ffad150ab49d0c110cb36c6b&o=,7天优品重庆南坪步行街轻轨站店位于重庆，距离洪崖洞有6.4公里，提供带空调和免费WiFi的客房。这家住宿距离解放碑有6.7公里，距离湖广会馆有6.9公里，距离朝天门广场有7公里。这家酒店距离罗汉寺有7公里，距离重庆市人民大礼堂有7.7公里。 这家酒店的前台工作人员可随时为客人提供建议。...
重庆珠江豪生酒店,"江北区, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/155732754.jpg?k=4e5b4086a5a573ff51d040d459d7d0ef3a4ec1307eab5398d869ea38beddab90&o=,重庆珠江豪生酒店位于重庆的江北区，提供空调客房，距离洪崖洞有3.2公里。这家住宿提供的设施包括餐厅、客房服务、24小时前台以及免费WiFi。这家酒店距离解放碑有4.2公里，距离朝天门广场有4.3公里。 这家酒店的部分客房提供河景。每间客房都配备带浴缸或淋浴设施的私人浴室。 重庆珠江豪生酒店距离罗汉寺有3.6公里，距离湖广会馆有3.6公里。最近的机场是重庆江北国际机场，距离这家住宿有21公里。
重庆天地网易云音乐亚朵酒店,"渝中区, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/503290271.jpg?k=dd37176e2babcce0b88a37c5ca35bcf6eda912e9681d2e84e2c040da85c2fef9&o=,重庆天地网易云音乐亚朵酒店坐落于重庆，距离三峡博物馆有5公里，提供带免费WiFi的市景客房。这家酒店位置很赞，位于渝中区，距离重庆市人民大礼堂有5.7公里，距离解放碑有8.1公里。这家住宿距离市中心2.8公里，距离Hongyan Revolution Memorial Hall有15分钟步行路程。...
7天连锁酒店重庆石桥铺科园一路店,重庆,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/39685219.jpg?k=955d3f91a767d10f4a67242fdd2ec9506a9aaab1dedb20cc3ef5d68333140b85&o=,7天连锁酒店重庆石桥铺科园一路店位于重庆，提供免费WiFi。每间客房均配有空调、有线电视和电热水壶。私人浴室配有淋浴、免费洗浴用品和拖鞋。其它还包括床单。 7天连锁酒店重庆石桥铺科园一路店拥有24小时前台和行李寄存处。 酒店距离红岩村2.5公里，距离杨家坪步行街3.8公里，距离磁器口古镇6.3公里，距离重庆江北国际机场25公里。
7天连锁酒店重庆北碚轻轨总站西南大学店,重庆,10,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/39731797.jpg?k=b9de62d3781103d056dc665bf9b42631d842042bfc4ebb0ea2d4b40a05496c3b&o=,7天连锁酒店重庆北碚轻轨总站西南大学店位于北碚，提供免费WiFi。每间客房均配有电视、空调和有线频道，提供电热水壶。私人浴室配有淋浴、免费洗浴用品和拖鞋。额外设施包括床单。 7天连锁酒店重庆北碚轻轨总站西南大学店提供24小时服务的前台和行李寄存处。 酒店距离金岛峡谷30.2公里，距离重庆江北国际机场有22公里。
7天优品·重庆火车北站北广场中心店,"渝北, 重庆",4.0,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/254519922.jpg?k=eaf50e925d97b2a8dcfe69d40b59c2ba769a644b5df55373aca6383c466e8820&o=,7天优品·重庆火车北站北广场中心店位于重庆，提供带空调和私人浴室的客房，距离重庆火车北站有不到1.9公里，距离三峡博物馆有13公里。这家酒店位置便利，坐落于渝北，距离重庆市人民大礼堂有13公里，距离洪崖洞有15公里。这家住宿配备24小时前台以及免费WiFi。 这家酒店的客房均配有电视。...
重庆皇冠国际江景亚朵S酒店,"南岸区, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/503291535.jpg?k=d951664a7b78cfbca9d704e946cac3ccc2ff43fde052e1c9b1c70b3eafb2595d&o=,重庆皇冠国际江景亚朵S酒店坐落于重庆，距离洪崖洞有3.8公里，提供带免费WiFi的市景客房。这家住宿距离罗汉寺约有3.9公里，距离湖广会馆有4.4公里，距离朝天门广场有4.4公里。酒店拥有家庭间。 所有客房均配有空调、带有线频道的平板电视、电热水壶、淋浴设施、免费洗浴用品和书桌。这家酒店的客房配有床上用品和毛巾。 前台工作人员会讲英语和中文，可帮助客人规划行程。...
7天连锁酒店重庆沙坪坝步行街店,"沙坪坝, 重庆",10,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/50643967.jpg?k=e98809614e1c0a0ca105b8290edccbf28fd486d923a4a9697ae113d514e7cd4f&o=,7天连锁酒店重庆沙坪坝步行街店位于重庆，仅接待中国大陆客人入住。 客房设有电视，私人浴室提供淋浴设备。 7天连锁酒店重庆沙坪坝步行街店距离磁器口古镇有2.5公里，距离红岩村有3.4公里，距离最近的机场-重庆江北国际机场有24公里。
友加阳光酒店,重庆,6.3,3条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/302038106.jpg?k=cc65dbeca1270dbfffaa98db541892be65dbe94ab5bd3b2f02d396d818d8c37b&o=,友加阳光酒店位于重庆，距离乐和乐都有5公里，提供共用休息室和免费私人停车位。住宿为客人配备客房服务、24小时前台和旅游行程安排服务。 客房均配备空调、带有线频道的平板电视、迷你吧、电热水壶、淋浴设施、免费洗浴用品和书桌。这家酒店的客房提供配有吹风机的私人浴室，也提供免费WiFi。部分客房享有市景。 最近的机场是重庆江北国际机场，距离友加阳光酒店有96公里。
7天连锁酒店重庆沙坪坝店,"沙坪坝, 重庆",6.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/39674159.jpg?k=6c38a86443ad6a57813c5dfd983e147a8f15babe8db08201b0237a63478ac596&o=,7天连锁酒店重庆沙坪坝店只接受中国大陆公民入住，酒店提供免费WiFi。 酒店的每间客房均设有有线电视、空调、电热水壶以及带淋浴、免费洗浴用品和拖鞋的私人浴室，额外设施包括床单。 7天连锁酒店重庆沙坪坝店设有24小时服务的前台，提供行李寄存服务。 酒店距离磁器口有2.8公里，距离红岩村有2.9公里，距离白公馆有4.1公里，距离重庆江北国际机场24公里。
尚客优重庆龙头寺火车北站酒店,"江北区, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/476202899.jpg?k=0fc22b0026a2a4becf4707fb0d58fd2d2911870c3c0550cc3a6293f60746beaf&o=,暂无介绍
格林东方重庆江北国际机场鹿山地铁站酒店,"渝北, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/484485294.jpg?k=9757c8521b3b38b4d61828183cf0c3fb67f37a440318016fe4462190962a981e&o=,暂无介绍
重庆市渝北区·九街·路客精品公寓·00119670,"江北区, 重庆",4.0,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/164260784.jpg?k=4dfbc55e68fc259c206efc33b58417ee924121afc60758708132ab7eb223efa9&o=,暂无介绍
如家快捷酒店重庆江北机场双凤路店,"渝北, 重庆",7.8,5条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/205716406.jpg?k=bf6b66fe44ce5015eb2f1a81a17077573b5a6eb987c5d8c2a245c5d7e6146f54&o=,如家快捷酒店重庆江北机场双凤路店位置优越，位于重庆的渝北区，距离重庆火车北站有19公里，距离重庆市人民大礼堂有24公里，距离洪崖洞有25公里。这家住宿距离罗汉寺约有25公里，距离湖广会馆有25公里，距离朝天门广场有26公里。住宿提供24小时前台以及免费WiFi。 所有房间均配备空调、带有线频道的电视、电热水壶、淋浴设施、免费洗浴用品和书桌。房间均配有私人浴室、吹风机和床上用品。...
麗枫酒店·重庆西站巴国城店,重庆,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/250923579.jpg?k=dd6b59e5329443d088b17bfc53194cd25c2c82ceaf6fcc3cb5d51ffbc4b9b1a4&o=,麗枫酒店·重庆西站巴国城店坐落于重庆，配备带免费WiFi的空调客房，距离Hongyan Revolution Memorial Hall有10公里。这家住宿距离三峡博物馆约有14公里，距离白公馆有14公里，距离重庆市人民大礼堂有15公里。这家酒店距离解放碑有15公里，距离渣滓洞有15公里。 这家酒店的24小时前台工作人员可为客人提供信息。...
7天优品重庆红旗河沟轻轨站店,"江北区, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/50644032.jpg?k=71f870f12d19f81db58499c6d7f7267f79b810d8ffa2ef082451ae431a3f989e&o=,7天连锁酒店重庆红旗河沟轻轨站店距离6号线红旗河沟地铁站有4分钟的步行路程，酒店有免费WiFi覆盖且仅接待中国大陆客人入住。 7天连锁酒店重庆红旗河沟轻轨站店距离三峡博物馆有3.4公里，距离最近的机场-重庆江北国际机场有18公里。 该酒店所有客房均设有有线电视和私人浴室，配备吹风机、毛巾和淋浴设施。
7天酒店·重庆巴南鱼洞步行街都汇里店,重庆,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/254530472.jpg?k=fd57d36235262380b5ea29c9b68d24d7ec9d1109b88700e743c432ac455a9521&o=,7天酒店·重庆巴南鱼洞步行街都汇里店位于重庆，提供带免费WiFi的空调客房，距离重庆邮电大学有22公里。这家住宿距离解放碑约有23公里，距离三峡博物馆有23公里，距离罗汉寺有23公里。这家酒店距离湖广会馆有24公里，距离朝天门广场有24公里。 这家酒店的前台可提供信息，以帮助客人游览该地区。...
重庆西站亚朵酒店,"沙坪坝, 重庆",10,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/354851051.jpg?k=4386011dcc79d47c66ed4be24bd53bc905b63e00a4ed5eb6ea8a727840ee41cb&o=,重庆西站亚朵酒店位置很赞，位于重庆的沙坪坝区，距离Hongyan Revolution Memorial Hall有11公里，距离白公馆有12公里，距离渣滓洞有13公里。这家住宿距离瓷器口古镇约有16公里，距离三峡博物馆有16公里，距离重庆市人民大礼堂有17公里。这家酒店距离洪崖洞有18公里，距离湖广会馆有18公里。 这家酒店的客房均配有休息区和电视。重庆西站亚朵酒店的房间均拥有空调和书桌。...
重庆沙坪坝高铁站三峡广场亚朵酒店,"沙坪坝, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/503287955.jpg?k=be181c4607ab0ab8a57bfb1ad0b73a3fde933546a6713944a85074ebe5902742&o=,重庆沙坪坝高铁站三峡广场亚朵酒店坐落于重庆，距离Hongyan Revolution Memorial Hall有4.5公里，提供带免费WiFi的市景客房。这家住宿距离白公馆约有4.8公里，距离渣滓洞有6公里，距离瓷器口古镇有9公里。酒店拥有家庭间。 房间均配有空调、带有线频道的平板电视、电热水壶、淋浴设施、免费洗浴用品和书桌。这家酒店的所有客房都拥有床上用品和毛巾。 前台工作人员会讲英语和中文。...
7天连锁酒店重庆沙坪坝重庆大学店,"沙坪坝, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/39685771.jpg?k=b3b65e876e013c7bab36f4c80f32c059f49c4c21e31f4b5d058080f78d593562&o=,7天连锁酒店重庆沙坪坝重庆大学店位于重庆，提供免费WiFi。每间客房均配有空调、有线电视、电热水壶、带淋浴、免费洗浴用品和拖鞋的私人浴室以及床单。 7天连锁酒店重庆沙坪坝重庆大学店提供24小时前台以及行李寄存处。 酒店距离三峡博物馆500米，距离重庆人民大会堂700米，距离观音桥步行街2.4公里，距离重庆江北国际机场20公里。
大剧院|北滨路鎏嘉码头|观音桥|解放碑|朝天门|超大浴缸|大落地窗一线江景,"江北区, 重庆",1.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/345560264.jpg?k=fe2883f32270c45f33f4158c8ec200c50fad6f615ee872715f68bb3b1489d6ef&o=,暂无介绍
【路客】重庆市渝中区·洪崖洞·路客精品公寓·00184470,"渝中区, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/216149203.jpg?k=ace9eaf06c23cf9aae2fb62617b5fa8b826a30827bb49568785f70bd6bbb7bfe&o=,暂无介绍
如家快捷酒店重庆沙坪公园店,"沙坪坝, 重庆",4.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/57680812.jpg?k=516592d981483e352b99a1f4c1fb1fa5a8e9ca6f7d6248231a00c4c6b63bfb2a&o=,如家快捷酒店重庆沙坪公园店位置优越，位于重庆的沙坪坝区，距离Hongyan Revolution Memorial Hall有4.8公里，距离白公馆有5.1公里，距离渣滓洞有6.3公里。这家住宿距离瓷器口古镇约有9.3公里，距离三峡博物馆有10公里，距离重庆市人民大礼堂有11公里。住宿提供24小时前台以及免费WiFi。...
格林东方重庆高铁北站北广场酒店,"渝北, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/484486613.jpg?k=27394572ea0bc730c2f3875abae4c43377426321daf4415992ba39a4e6c4a2a1&o=,暂无介绍
重庆禧满鸿福酒店(蔡家地铁站店),重庆,5.5,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/451529816.jpg?k=63a1e385e847c517dfb35bc5f5ccc9a4849ce83f2737ac96f96ca14e6686d7c6&o=,重庆禧满鸿福酒店(蔡家地铁站店)位于重庆，距离渣滓洞有22公里，提供花园、免费私人停车位、露台和餐厅。这家住宿距离重庆火车北站有24公里，距离白公馆有28公里，距离三峡博物馆有29公里。住宿为客人配备客房服务和24小时前台。 这家酒店的客房均配有电热水壶。每间客房都提供空调和平板电视。重庆禧满鸿福酒店(蔡家地铁站店)的部分客房配有阳台。...
7天优品·重庆龙头寺火车北站中心店,"渝北, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/60310917.jpg?k=55f01e7ce80cbf4c35c81f9860370b1f66656d05034654813b1e3b1871778beb&o=,7天优品·重庆龙头寺火车北站中心店 仅接待中国大陆客人入住，提供简易住宿。酒店覆盖免费WiFi。 酒店位于渝北区，距离龙头寺交通枢纽站、重庆北火车站和地铁3号线重庆北地铁站均有10分钟步行路程，距离歌乐山森林公园有30分钟车程，距离重庆江北国际机场有40分钟车程。 酒店房间均配有空调、有线电视和电热水壶。私人浴室带淋浴，提供拖鞋和毛巾。...
重庆璧山戴斯酒店,重庆,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/289235677.jpg?k=32d5d72892a7d5c82f995435e9c4c0312df8b4a6944817a5d4223bb2cbbc3bdd&o=,暂无介绍
哲帆民宿,"渝北, 重庆",10,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/357603307.jpg?k=709d3c7978cd472c34d1aae4732e165c092aafcc5ec0db63a7076218c7c05b85&o=,哲帆民宿位于重庆的渝北，提供酒吧，距离重庆火车北站有8.9公里，距离白公馆有10公里。住宿提供免费WiFi，内部提供私人停车位。 每间房间都配有空调、私人浴室和厨房。 这家公寓距离渣滓洞有11公里，距离瓷器口古镇有11公里。最近的机场是重庆江北国际机场，距离哲帆民宿有22公里。
贝壳重庆市城口县客运中心酒店,Xiuqi,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/233985041.jpg?k=3f679e1427bfc102cb55a48f18f03e9227c0ac07cc9b3d776b7b97f76b7f50c3&o=,暂无介绍
重庆市南岸区·南滨路·路客精品公寓·00136250,"南岸区, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/168689425.jpg?k=9a88d78c5b605a62de954f69ef02c0e3e41c545b7f82d6f095356a72b4bd05fa&o=,暂无介绍
乡村乌托邦民宿,重庆,9.2,5条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/255900285.jpg?k=614ac5a23f11e4d7233187337974a6bdee4f560fcf874335dedb40e059c6895e&o=,乡村乌托邦民宿位于重庆，提供免费WiFi、儿童游乐场、内部水上乐园和内部酒吧。 客房拥有不同的主题。客人可在内部餐厅用餐。民宿亦提供外带午餐和迷你市场。 民宿距离最近的机场—重庆江北国际机场55公里。
重庆市南岸区·南滨路·路客精品公寓·00132610,"南岸区, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/168327101.jpg?k=7107527f5f7f064066f32ce807b86ed3347b55e921e7cf117e7d66dcb114bcc1&o=,暂无介绍
